UNIT CODE, UNIT NAME
"MIRA4011,",Clinical Radiation Therapy Practice 5
"MINE5013,","The Mining Cycle - Geology, Metallurgy and Mining"
"PHTY4003,",Physiotherapy Clinics 1
"REHT4001,",Allied Health Honours Research Project
"DENT3006,",Comprehensive Care and Treatment Planning in Oral Health Therapy
"PHTY4004,",Physiotherapy Clinics 2
"PHTY4005,",Physiotherapy Clinics 3
"DENT3009,",Cultures of Oral Health
"PHTY4006,",Physiotherapy Clinics 4
"DENT3008,",Evidence-based Oral Health Practice
"DENT3007,",The Independent Oral Health Therapist
"SCWK5000,",Social Work in Contemporary Australia
"GMED4004,",Medicine 4 Rural
"ECON6020,",Commodity Derivatives and Risk Management
"ENGL0014,",English Language Bridging (ELB) Academic Session Reading and Writing
"ENGL0013,",English Language Bridging (ELB) Academic Session Listening and Speaking
"ECOM5001,",Econometric Theory and Application
"PHTY7010,",Applied Clinical Sports Science
"PHTY7011,",Advanced Sports Physiotherapy Clinics 2
"PHTY6019,",Diversity and Global Practice
"PHTY7009,",Sports Rehabilitation Science
"PSYC7006,",Psychological Assessment Theories and Practice
"PHTY6017,",Physiotherapy Core Clinical Practice 3
"MATH6000,",Master Thesis - Mathematical Sciences
"ECON6002,",Master Thesis - Mineral Economics
"CHEM6000,",Master Thesis - Chemistry
"AGRI6007,",Master Thesis - Agriculture and Food Science
"ENGR6002,",Master Thesis - Corporate Sustainability
"MGMT5003,",Culture and Ethics in Global Business
"BLDG6000,",Master Thesis - Design and Built Environment
"CHEN7000,",Doctoral Thesis - Chemical Engineering
"MKTG6000,",Master Thesis - Marketing
"NPSC6001,",Master Thesis - Science and Mathematics Education
"PEEN7000,",Doctoral Thesis - Petroleum Engineering
"EDUC6000,",Master Thesis - Education
"ACCT7000,",Doctoral Thesis - Accounting
"PHYS7000,",Doctoral Thesis - Physics
"CHEN6000,",Master Thesis - Chemical Engineering
"CMPE7000,",Doctoral Thesis - Electrical & Computer Engineering
"MEDA6000,","Master Thesis - Media, Culture and Creative Arts"
"MCEN6000,",Master Thesis - Mechanical Engineering
"COMP7000,",Doctoral Thesis - Computing
"CHEM7000,",Doctoral Thesis - Chemistry
"ECON7002,",Doctoral Thesis - Mineral Economics
"ECON7000,",Doctoral Thesis - Economics
"ACCT6000,",Master Thesis - Accounting
"GEOP7000,",Doctoral Thesis - Exploration Geophysics
"GEOL7000,",Doctoral Thesis - Geology
"GRDE7000,",Doctoral Thesis- Design
"HUMN7000,",Doctoral Thesis - Humanities
"GEOP6000,",Master Thesis - Exploration Geophysics
"HEAL7002,",Doctoral Thesis - National Drug Research Institute
"INDS7000,",Doctoral Thesis - Indigenous Australian Studies
"INDS6000,",Master Thesis - Indigenous Australian Studies
"HUMV7001,","Doctoral Thesis - Exercise, Sports and Rehabilitation Science"
"INTR7000,",Doctoral Thesis - Social Sciences
"CVEN6000,",Master Thesis - Civil Engineering
"NPSC7001,",Doctoral Thesis - Sarawak
"LAWS7000,",Doctoral Thesis - Law
"LING7000,",Doctoral Thesis - Language and Intercultural Education
"MEDS7000,",Doctoral Thesis - Biomedical Sciences
"MEDI6003,",Research Thesis - Biomedical Science
"MCEN7000,",Doctoral Thesis - Mechanical Engineering
"MIRA6000,",Master Thesis - Medical Radiation Science
"MINE7000,",Doctoral Thesis - Mining and Metallurgical Engineering
"MINE6000,",Master Thesis - Mining and Metallurgical Engineering
"MIRA7000,",Doctoral Thesis - Medical Radiation Science
"AGRI7001,",Doctoral Thesis - Agriculture and Food Science
"BLDG7001,",Doctoral Thesis - Construction Management
"NURS7000,",Doctoral Thesis - Nursing and Midwifery
"CVEN7000,",Doctoral Thesis - Civil Engineering
"MATH7001,",Doctoral Thesis - Mathematics Education
"MATH7000,",Doctoral Thesis - Mathematical Sciences
"MKTG6017,",Research Thesis - Marketing
"MGMT6001,",Master Thesis - Management
"PHAR7000,",Doctoral Thesis - Pharmacy
"MGMT7000,",Doctoral Thesis - Management
"PEEN6000,",Master Thesis - Petroleum Engineering
"PHYS6001,",Research Thesis - Physics
"AGRI6001,",Research Thesis - Agriculture
"NPSC7002,",Doctoral Thesis - Science Education
"PHTY7000,",Doctoral Thesis - Physiotherapy
"MGMT7001,",Doctoral Thesis - Graduate Business
"MKTG7000,",Doctoral Thesis - Marketing
"PHYS6000,",Master Thesis - Physics
"ENST7000,",Doctoral Thesis - Environmental Science
"FINA6000,",Research Thesis - Fine Arts
"ENST6008,",Research Thesis - Environmental Science
"ENST6000,",Master Thesis - Environmental Science
"HEAL6036,",Master Thesis - Health Studies
"HUMN6000,",Master Thesis - Humanities
"HEAL7000,",Doctoral Thesis - Health Sciences
"ISYS7001,",Doctoral Thesis - Information Systems
"ERTH6000,",Research Thesis - Earth and Planetary Sciences
"GMED7000,",Doctoral Thesis - Medicine
"CHEM6001,",Research Thesis - Chemistry
"LAWS6001,",Master Thesis - Law
"ECON7001,",Doctoral Thesis - Economics and Finance
"ARCH7000,",Doctoral Thesis - Architecture and Interior Architecture
"EDUC7000,",Doctoral Thesis - Education
"GEOL6000,",Master Thesis - Geology
"ISYS6000,",Master Thesis - Information Systems
"ECON6026,",Research Thesis - Economics and Finance
"COMP6000,",Master Thesis - Computing
"SPAT6000,",Master Thesis - Spatial Sciences
"PSYC7000,",Doctoral Thesis - Psychology
"SCWK7000,",Doctoral Thesis - Social Work
"CMPE6000,",Master Thesis - Electrical and Computer Engineering
"PUBP7000,",Doctoral Thesis - Public Policy
"REHT7000,",Doctoral Thesis - Occupational Therapy
"REHT7001,",Doctoral Thesis - Human Communication Science
"REHT6009,",Master Thesis - Health Science
"PUBP6000,",Master Thesis - Public Policy
"PSYC6016,",Research Thesis - Psychology
"PUBH7000,",Doctoral Thesis - Public Health
"VISA7001,","Doctoral Thesis - Media, Culture and Creative Arts"
"PRRE7001,",Doctoral Thesis - Sustainable Engineering
"MEDS5010,",Musculoskeletal Structure and Function
"PROP7000,",Doctoral Thesis - Property Studies
"SPAT7000,",Doctoral Thesis - Spatial Sciences
"URDE7000,",Doctoral Thesis - Urban and Regional Planning
"XINO5030,",Quantitative Methods for Energy Economics (University of Aberdeen)
"MCEN4004,",Heat Transfer
"INDH2002,",Indigenous Public Health and Health Promotion
"INDS5005,","On-Country Learning, Exploring Indigenous Australian Knowledges"
"OCCT6008,",Current Concepts in Occupational Therapy Professional Practice
"SPPA4014,",Integrated Speech Pathology Professional Practice
"OCCT4010,",Advanced Occupational Therapy Professional Practice
"WORK3008,",Go Practice - Internship 4
"MATH4003,",Mathematical Sciences Honours Dissertation
"CHEM4000,",Chemistry Honours Dissertation
"PHYS4001,",Physics Honours Dissertation
"NPSC3000,","Research, Leadership and Entrepreneurship in Science 2"
"COMP4003,",Computing Honours Dissertation
"NPSC2001,","Research, Leadership and Entrepreneurship in Science 1"
"MEDI4011,",Advanced Biomedical Science Honours
"AGRI4001,",Agriculture and Food Science Dissertation
"STAT4007,",Data Science Honours Dissertation
"ERTH4004,",Earth and Planetary Sciences Honours Dissertation
"ENST4001,",Environment and Marine Science Dissertation
"ENGL1000,",ELICOS Unit
"REHT4000,",Allied Health Honours Professional Project
"MIRA2006,",Clinical Radiation Therapy Practice 1
"PUBH3002,",Professional Practice in Public Health
"SCWK3002,",Social Work Field Education 1
"PUBH6009,",Public Health Practicum
"GMED4002,",Medicine 4
"GMED4003,",Medicine 5
"OCCT2003,",Introduction to Occupational Therapy Professional Practice
"GRDE5004,",Design Thinking
"MGMT5030,",Comparative Policy Sciences
"MGMT5028,",Public Sector Transformation
"MGMT5029,",Public Policy and Strategy
"XINA1018,",Cross Institutional Study (within Australia)
"WORK5006,",Go Global 2
"LAWS3000,",Intellectual Property
"MGMT5032,",Case Studies on Public Policy
"BIOL3005,",Cognition
"ENGR1001,","Engineering: Connecting Past, Present and Future"
"FORS5000,",Advanced Topics in Forensic Exchange Evidence
"LAWS3002,",Corporate Governance
"LAWS3014,",Human Rights Law
"LAWS3020,",Special Topics in Law
"LAWS6004,",Digital Finance Industry Research Project
"MATH0015,",Intensive Mathematics Foundations
"MATH0008,",Mathematical Foundations
"ENGL0003,","Advanced Critical Thinking, Research and Writing"
"ENGL0002,","Critical Thinking, Research and Writing"
"COMP0003,",Introduction to Programming (Dubai Foundation)
"ENGR1000,",Engineering Connections
"ECON6021,",Resource Cost and Capital
"FAMI2000,",Family Law
"LAWS2011,",Legal Internship
"MATH0010,",Mathematical Foundations III
"MGMT0002,",Introduction to Management
"MCEN4008,",Finite Element Analysis
"MGMT3011,",Managing Operations
"ECON2001,",Macroeconomic Principles
"LING6001,",Language in Society
"BLAW5016,",Fundamentals of Business and Corporations Law
"ECOM2000,",Econometric Principles
"EDUC6041,",Research Methods in Applied Linguistics
"ACCT5021,",Accounting for Managers
"MGMT6077,",Supplier Relationships and Stakeholder Management
"ADVT3000,",MarCom Campaign Development
"BANK3000,",Introduction to Mergers and Acquisitions
"ECON6009,",Mineral Market Analysis
"COMP0002,",Computer Productivity
"ECON6016,",Unconventional and Renewable Energy Technology Economics
"GENE5000,",Foundations of Genetics and Genomics
"HUMB0003,",Introduction to Human Biology
"GRDE0002,",Introduction to Design Thinking
"MKTG5003,",Synergising Marketing
"ADVT2001,",Media Planning
"INVE3000,",Introduction to Derivative Securities
"PSYC2001,",Social Psychology
"BANK3003,",Fundamentals of Bank Management
"BEHV2000,",Psychological Science Experimental Methods
"ECON2004,",Microeconomic Principles
"PUBR2001,",Public Relations and Reputation Management
"ORGM5000,","Strategy, Change and Innovation"
"PSYC3002,",Individual Differences
"PSYC3005,",Advanced Psychological Science Qualitative Methods
"PSYC2000,",Psychology of Learning
"PUBR2002,",Discovering Public Relations
"PSYC1002,",Science and Professional Practice in Psychology
"PSYT3000,",Abnormal Psychology
"MGMT5022,",Organisational Behaviour for Managers
"MGMT5052,",Designing Your Future
"MGMT6028,",Leading and Facilitating Teams
"MKTG0001,",Introduction to Marketing
"PHYS0003,",Introduction to Physics (Dubai Foundation)
"PSYC0002,",Introduction to Psychology
"PUBR5002,",Reputation Management
"PRJM0001,",Introduction to Project Management
"MGMT6023,",Philosophy and Ethics
"MGMT6030,",Responsible Leadership
"PSYC3003,",Adult Developmental Psychology
"PSYC2003,",Child Developmental Psychology
"MGMT6039,",Human Resource Strategies
"TOUR3003,",Contemporary Issues in Tourism Management
"TOUR2002,",Hospitality Experience
"MGMT5023,",Managerial Effectiveness
"TOUR2000,","Principles of Tourism, Hospitality and Events"
"JOUR2000,",Radio News
"LING6000,",Language Acquisition
"ISYS1000,",Introduction to Business Information Systems
"JOUR2005,",Media Law and Ethics
"MGMT2004,",Business and Sustainable Development
"PHAR1002,",Pharmacy Practice 1
"ERTH4001,",Geoscience Honours Dissertation
"NPSC4001,",Advanced Science Capstone
"PHTY6010,",Physiotherapy Project Report
"NURS3002,",Inquiry for Nursing and Midwifery Leadership
"CRIT3001,",Nursing Practice for Health Complexity 2
"GMED5000,",Nursing Bioscience for Chronic Conditions
"MIRA4012,",Clinical Radiation Therapy Practice 6
"VALU3001,",Property Valuation Practice
"NURS5029,",Inquiry for Ethical and Legal Contexts in Health
"PHTY5006,",Acute Care Physiotherapy Clinics
"XINO1010,",International Study (Study Exchange)
"XINA3083,",Cross Institutional Study (within Australia)
"XINA3082,",Cross Institutional Study (within Australia)
"XINA3084,",Cross Institutional Study (within Australia)
"NURS4007,",Advanced Wound Care
"OCCT4012,",Occupational Therapy Fieldwork 1
"OCCT4009,",Occupational Therapy Fieldwork 2
"OCCT6010,",Occupational Therapy Clinical Education 1
"PHYS0004,",Fundamentals of Physics
"CHEM0006,",Chemistry Essentials 1
"MIRA4009,",Clinical Medical Imaging Practice 6
"AGEN4000,",Palliative Care
"MIRA3001,",Clinical Medical Imaging Practice 4
"MIRA3009,",Clinical Radiation Therapy Practice 4
"LAWS3025,",Law and Technology
"BIOL3011,",Biomolecular Structure and Interactions
"EDEC5000,",Early Childhood Professional Experience 1: Planning and Documentation
"PSYC6029,",Psychopathology and Interventions (Global)
"STAT5009,",Decision Methods and Predictive Analytics
"PSYC6011,",Counselling and Interpersonal Processes in Psychology
"PSYC6017,",Interventions for Youth and Families
"PSYC6028,",Counselling and Interpersonal Processes in Psychology (Global)
"PSYC6030,",Interventions for Youth and Families (Global)
"PSYC6027,",Professional Practice in Psychology (Global)
"PSYC6015,",Psychopathology and Interventions
"STAT1004,",Introduction to Scientific Data Analysis
"PSYC3000,",Indigenous and Cross Cultural Psychology
"ACCT3005,",Data Analytics in Accounting
"ACCT2003,",Computerised Accounting Systems
"ECOM6004,",Predictive Behaviours Modelling
"FNCE5001,",Integrated Financial Instruments and Markets
"BANK3002,",Bank Lending
"ECOM6003,",Predictive Analytics in Business
"PROP2002,",Introduction to Property Markets
"VALU2000,",Valuation Methodology
"ENGL0017,",English Language Bridging (ELB) Preparation
"DENT2011,",Introduction to Clinical Oral Health Therapy
"INVE3001,",Portfolio Management
"SPAT1007,",Fundamentals of Geographic Information Systems
"LAWS2002,",Administrative Law
"BEHV2001,","Social Work Lifespan, Resilience and Risk"
"PUBH6038,",Research for Social Work Practice
"MKTG5010,",Branding Luxury
"ISEC2000,",Fundamental Concepts of Cryptography
"MGMT6073,",Global Business Sustainability
"ACCT3000,","Auditing, Assurance and Risk Assessment"
"ECOM6000,",Econometrics and Forecasting
"CHEN4011,",Advanced Modelling and Control
"EDUC2007,","Teaching Language, Literacy and Literature in Junior Primary"
"EDEC5007,",Numeracy for Birth to 4 Year-Olds
"LAWS3017,",Advanced Legal Research
"EDSC5026,",Curriculum and Instruction Lower Secondary: Mathematics
"EDHE5011,",Teaching Portfolio
"EDEC5010,",Family and Community Contexts
"EDSC5027,",Curriculum and Instruction Lower Secondary: Science
"EDSC5029,",Secondary Professional Experience 2: Assessment and Reporting
"EDSC5028,",Secondary Professional Experience 1: Planning
"EDUC6064,",Professional Experience 4: Transition into the Profession
"EDSC5035,",Teaching in the Secondary School
"EDSC5059,",Integrated Practice in the Secondary School
"TAXA5004,",GST and Indirect Taxation
"EDUC6027,",Language Teaching Course Design and Assessment
"EDUC5025,",Transcultural Communication
"EDUC5019,",Introduction to Language
"EDUC6052,",Emerging Technologies and the Future of Learning
"BLDG2023,",Specialised Construction
"BLDG3016,",Construction Planning and Scheduling
"STAT1006,",Regression and Nonparametric Inference
"FNCE5007,",Finance Trading Strategies
"MIRA2015,",Medical Radiation Instrumentation 2
"MCEN3006,",Linear Systems and Control
"COMP5011,",Programming Design and Implementation
"EDEC2019,",Early Childhood Professional Experience 1: Learning and Teaching in Junior Primary
"EDEC3016,",Early Childhood Professional Experience 2: Quality Frameworks in Early Learning Centres
"EDEC3022,",Mathematics during the First Five Years of Life
"EDEC2025,",Mathematics for the Early Years
"NURS4011,",Consolidated Nursing Practice
"MCEN6022,",Advanced Fluid Mechanics
"MCEN3009,",Linear Systems and Vibrations
"NUTR5000,",Dietetic and Food Service Management
"GEOL5010,",Hydrogeology and Engineering Geology
"MCEN6020,",Machine Design
"OCHS3002,",Health and Safety Professional Practice
"MCEN5001,",Machine Dynamics
"OCHS3005,",Workplace Health and Safety Practice
"BCCB2002,",Nutritional Biochemistry and Human Metabolism
"MCEN6024,",Materials Engineering
"HUMB1006,",Human Physiology for Exercise Science
"MCEN4006,",Mechanical Engineering Research Project 2
"SPPA3010,",Disability and Multimodal Communication
"GMED6012,",Fundamentals of Integrated Cardiopulmonary Science
"MCEN2003,",Machine Dynamics
"MCEN4002,",Materials Engineering
"MCEN3004,",Advanced Strength of Materials
"ENGR2000,",Fluid Mechanics
"MCEN6018,",Advanced Strength of Materials
"MCEN3008,",Fundamentals of Heat Transfer
"MCEN4018,",Electromechanical Energy Systems
"MCEN4019,",Automatic Control Systems
"MCEN2002,",Fundamentals of Mechanical Design
"MCEN5002,",Fundamentals of Thermodynamics
"MCEN5003,",Fundamentals of Mechanical Design
"MCEN6026,",Fundamentals of Heat Transfer
"MCEN2001,",Fundamentals of Thermodynamics
"MCEN4017,",Systems Engineering Design
"LAWS3012,",Australian Taxation Law in Practice
"CMPE6006,",Microcomputer System Design
"SCWK4000,","Violence, Abuse and Trauma"
"NURS2002,",Nursing Practice for Health Instability 1
"MGMT6040,",Resource Sector Management
"PEEN6013,",Well Stimulation Remedial and Intervention Operations
"ICTE2002,",UX Design 2
"MGMT6086,",Executive Education
"LAWS5014,",Legal Workplace Clinical Experience
"NURS5001,",Advanced Nursing Practice In Primary Health Care
"IMED3002,",Pharmaceutical Technology
"HUMB2008,",Medical Radiation Sectional Anatomy
"MIRA4016,",Medical Radiation Special Topics 1
"MIRA2007,",Medical Radiation Instrumentation 1
"MIRA2004,",Medical Imaging Practice 2
"MIRA2002,",Clinical Medical Imaging Practice 1
"GMED3012,",Medicine 3
"CHEN3007,",Fundamentals of Air Pollution Control
"CHEN3004,",Mineral Processing
"PEEN3000,",Formation Evaluation
"PHRM2003,",Biochemical Principles in Pharmacology
"GENE3000,",Genetic Engineering
"NURS1000,",Foundations of Clinical Practice
"SPAT2017,",Geodata Management
"FNCE4001,",Advanced Econometrics
"CVEN2000,",Civil Engineering Drawing and Surveying
"STEN3003,",Advanced Structural Analysis
"MCEN4013,",Advanced Refrigeration System Design
"MXEN3004,",Dynamic Modelling and Control
"ETEN2001,",Electronic Fundamentals
"CHEN4015,",Chemical Engineering Design Project
"CVEN4004,",Civil and Construction Engineering Research Project 2
"INDE5001,",Engineering - Design and Processes
"NUTR2001,",Nutrients
"PARA2001,",Paramedic Clinical Practice 2
"TAXA3007,",Elementary Australian Taxation Law
"WORK2008,",Sustainability Challenge
"INDS6001,",Australian Indigenous Literature Creative Perspectives
"MIRA1002,",Introduction to Medical Radiation Science
"MIRA3007,",Clinical Radiation Therapy Practice 3
"EDHE5008,",Design Thinking and Educational Innovation
"CSEN6005,",Engineering Project Management
"SPRO3009,",Sports Media Production
"EDSC5021,",Literacy and Numeracy across the Curriculum
"WORK2000,",Go Practice - Internship 1
"SPRO5008,",Graduate Advanced Studio Production
"EDSC5025,",Curriculum and Instruction Lower Secondary: Humanities and Social Sciences
"EDEC5005,",Humanities and Science in Early Childhood
"XINO3004,",Science and Engineering International Experience 1
"CSEN6002,",Engineering Strategic Management
"HIST2002,",Politics of the Modern Middle East
"MCEN4011,",Engineering Design Methodology
"CMPE2001,",Foundations of Digital Design
"MCEN1000,",Engineering Mechanics
"ENGR2001,",Ethics and Sustainability in Engineering
"GEOT3002,",Geotechnical Engineering Analysis
"CVEN4005,",Hydraulic Engineering and Flood Control
"GEOT6000,",Geotechnical Engineering Analysis
"CVEN6005,",Hydraulic Engineering and Flood Control
"CSEN4003,","Civil Engineering Practices, Quality and Legislation"
"CSEN2000,",Civil Engineering Construction Materials
"STEN6000,",Construction and Building Materials and Sustainability
"ENGR5002,",Ethics and Sustainability in Engineering
"CSEN5000,",Civil Engineering Construction Materials
"ENGR1002,",Engineering Science Studio
"INDE1001,","Engineering Foundations: Principles, Design and Communication"
"ENGL0015,",English Language Bridging (ELB) Block 1
"GEOL2004,",Sedimentology and Stratigraphy
"GEOL2009,",Geological Field Mapping
"JOUR3001,",Journalism Industry Placement
"ERTH2000,",Earth Resources and Sustainability
"CHEN3005,",Process Instrumentation and Control
"EDSC5023,",Curriculum and Instruction Lower Secondary: The Arts
"CHEN5041,",Process Instrumentation and Control
"MGMT6019,",Supply Chain Planning and Design
"CHEM2005,",Analytical Chemistry
"ACCT2002,",Cost Analysis for Decision Making
"GEOL2011,",Petrology
"ENGL0016,",English Language Bridging (ELB) Block 2
"INDS1000,",Introduction to Indigenous Australians
"INDS0006,",Governance and Ethics in Indigenous Australian Contexts
"MIRA1001,",Medical Imaging Practice 1
"MIDW5012,",Perinatal Mental Health for Midwifery Studies
"GEOP5005,",Seismic Methods
"REHT6010,",Allied Health Research Project
"GEOP2007,",Seismic Methods
"PUBH2005,",Big Data and Health
"PHTY1001,",Foundations of Physiotherapy Practice
"GRDE3029,",Visual Narrative Studio
"GRDE3015,",Advanced Animation
"GRDE3014,",DigEx Major Project 1
"GRDE2035,",Introduction to 3D Modelling and Rendering
"XINO5029,",Leading and Managing Projects (University of Aberdeen)
"SPPA3011,",Speech Pathology Fieldwork 2
"EDPR2012,",Primary Professional Experience 1: Planning for Teaching
"FOOD6001,",Food Commodities
"ENGR3000,",Industrial Ecology
"CSEN4002,",Integrated Design and Construction
"STEN4003,",Integrated Structural Design
"MXEN4000,",Mechatronic Engineering Research Project 1
"CHEN2000,",Mass and Energy Balances
"ENGR6011,",Mechanics of Solids and Numerical Methods
"CSEN6007,",Integrated Design and Construction
"ENEN6000,",Environmental Engineering Management
"MGMT5013,",Global Freight Transport Systems
"GMED6013,",Fundamentals of Paediatric Physiotherapy Practice
"SPAT3004,",Surveying Using Global Navigation Satellite Systems
"GMED2010,",Introductory Cardiopulmonary Science
"EDUC6040,",Special Topics in Applied Linguistics
"XINO2001,",International Study Abroad 2
"XINO2003,",International Study Abroad 4
"XINO2002,",International Study Abroad 3
"XINO2000,",International Study Abroad 1
"EDUC6015,",Negotiated Capstone Project
"EDUC5031,",Introduction to English: Reading
"FNCE3001,",Introduction to Financial Instruments and Markets
"OCCT6011,",Occupational Therapy Clinical Education 2
"PHTY5007,",Integration and Evaluation of Professional Physiotherapy Practice
"PHTY2003,",Professional Physiotherapy Practice
"ECON3007,",Advanced Applied Economics
"PARA1000,",Preparation for Paramedic Clinical Practice
"FNCE6001,",International Finance
"GMED3021,",Integrated Management of Pain Disorders
"HUMV4000,",Exercise and Sports Science Honours Preparation
"PHYS3004,",Physics Project 2
"STAT1005,",Introduction to Probability and Data Analysis
"PHYS3003,",Physics Project 1
"PHYS1007,",Physics 2
"MATH5005,",Applied Mathematics Topics
"MGMT5039,",Engineering Management and Professional Practice
"STAT3001,",Statistical Modelling
"STAT5002,",Statistical Modelling
